번호,가게명,가게주소,가게시작시간,가게종료시간,가게전화번호,메인이미지URL,서브이미지1URL,서브이미지2URL,서브이미지3URL
129,카페라움,서울 강북구 덕릉로 1 (우)01093,"","",02-6326-8686,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F35d13cebd0caf82ba58bbcd9235fa9acc4b7aff6%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F35d13cebd0caf82ba58bbcd9235fa9acc4b7aff6%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F4aaf14d03b326acccfd934cf368f29a2ba1e5eb79a33f149b047dea5f4b69dbd,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6c9e4be855809908e531b34f2200c0dc4aa4af01%3Foriginal
130,컴포즈커피 삼양사거리점,서울 강북구 솔샘로 254 삼양아케이트 1층 14호 (우)01194,08:00,22:00,"",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
131,카페브러리,서울 강북구 오패산로77길 8 (우)01062,11:00,23:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F59302D6C54D249BC92F3BC2A7F6A9B2A,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA3MDVfMTMg%2FMDAxNjU3MDE3OTg0MTA3.-8pFGHyUVDckNl2PfTyL3wAultbpm7O7rvJaTmfmoj8g.bNve56lfXzBP3yNUkRZerV1ntGOZE288Qumlbt0nRs0g.JPEG.maspier%2Foutput_1576749811.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA3MDVfMjE0%2FMDAxNjU3MDE3OTgzMzA0.kgOWf6HULEKPaj-A64JHXUVtRFxlZ0vN0SVDcDCgnKgg.GzAbgMCm8oyI2Ocj3z7UoEAL1LVdMfZY-JhkfQJ-lOAg.JPEG.maspier%2FIMG_4064.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA3MDVfMjIz%2FMDAxNjU3MDE3OTgyNDUy.cLIMiGfxr5apyPdBqmknC1kBVp-VzFUMLFgolfBaKfQg.SzquhR7TwSv-KhPwPCeFNQTVjInHY9wu7AZvn2WON5Eg.JPEG.maspier%2FIMG_4062.jpg%3Ftype%3Dw773
132,히치케이커,서울 강북구 한천로139가길 14 초이스빌딩 1층 (우)01071,"","",0507-1438-8556,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FC877C0ACBB4B4CD3BFB8B003286A227A,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff2f87a8c459b3db627343d39770c31feaaf9ef20%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Feb6349c6d5f942a89aade0eff3354bf1474c8738%3Foriginal
133,쿤데라KUNDERA,서울 강북구 4.19로 39 (우)01014,"","",02-996-3601,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0067540235EB44C4953E02DA4E3560E2,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F7bfe7b90974233ce63a84c15ed3c78c944be0b8889bb871fd808e1e63119aa8a,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA0MDRfMTk2%2FMDAxNzEyMjM2ODM3MTM3.7W__I1uLwbOHarLkMmV7y1RUcaIa9s88E0b7CMWRUbsg.H34lt6PGK0WRj9INhF4hwOTBP3U5TDE7QXcGdf-tROcg.JPEG%2FSE-22a2e9ea-2394-45e9-bb12-d5e6efb56d96.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA3MTVfMjM5%2FMDAxNzIwOTk5MjU3Njc4.r8zdtF_0zMFaRf79nWgTNA4IgAJG_ZGEO3tT9AlI2QMg.toWxLCxw3-N5G4KefSBxw4cTle_6T6Gyw8FCsDXnqI4g.JPEG%2FSE-bc5f9949-9097-458b-bd83-646cd65f0177.jpg%3Ftype%3Dw773
134,메가MGC커피 강북북부시장점,서울 강북구 한천로 981 1층 (우)01066,08:00,22:00,02-906-9616,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MDJfOCAg%2FMDAxNjkwOTc2NzAyODU5.e7Rd8STdzMKYkY2XaDzlP6-iT-QHzwUdIXOzVUJ3VAYg.Cu84VueUrCw3kY5Auteo5wIGw1aLQF8iVh19BKi00Zgg.JPEG.pchi0908%2FIMG_7347.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MDJfMTU0%2FMDAxNjkwOTc3MjI0ODc2.-XjtfJeUUB3NmO-iEw_Oa8nqYBWhtn2E0mO2z_ajf4Mg.MB5hOMRnMSEse_hfuwA2b08vZ8Q1b6TQ4PJjNHZ0iBkg.JPEG.pchi0908%2FSE-C6FF7114-41C6-4C61-8ACB-77A8668C276C.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MDJfOTIg%2FMDAxNjkwOTc3MTUwOTQ4.08SZ0vgu5qDso1ILhNQz2HKMIglQgg0MEzmCBPWROaog.JmR_kXgkp0yoPkBmGYvmH2e8mgykjguc6SPhOdQjHUwg.JPEG.pchi0908%2FSE-497AB81E-74FF-4210-BA2F-9ACEB04DFC04.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fstorep-phinf.pstatic.net%2Fogq_5db07acaaea31%2Foriginal_24.png%3Ftype%3Dp100_100
135,이디야커피 미아역점,서울 강북구 도봉로 207 1층 (우)01125,"",07:30,02-986-9900,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4C48421442D948EEB1EB822423EE107F,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3DCC0255D49C4D02B98A514FF400FFEE,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCD3D3B12D15743B8803FD8DB11AF246A,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8966B419A3E7468183E40EA7EB68FA32
136,솔다방,서울 강북구 도봉로8길 70 (우)01221,"","","",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
137,메가MGC커피 화계역점,서울 강북구 덕릉로 30 1층 (우)01098,07:30,23:00,02-983-8777,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F5c9d10833838026a7bdcf34b4bafc11259cfa14e%3Foriginal,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F16bc426cc1463499700969436bf759eaa26aec15%3Foriginal,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
138,메가MGC커피 삼양사거리점,서울 강북구 솔샘로 251 1층 (우)01189,08:00,22:30,02-988-5688,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F225B86238C2B48589939817AC9C70E00,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDAxMzFfMjY3%2FMDAxNzA2NzAyNzYzMDg0.Pr8LTtsej7VfyO6jmJHkiucqukxdLhmXFW22Lj1jm7kg.7eFH1R6uT8mARtewDWtHVkEoPr9RgT8n8BU_ERgzSNcg.JPEG.seolle3874%2Foutput_840960016.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA4MTNfMjg1%2FMDAxNzIzNTA5MTkzMDc5.9GE60bVqVr6R0qA7o0DzO7MwnxDIroxsnVUmWQIxeJAg.4Qf8Oh_4c091P1rq4OD2KsMIb2JWx0ADnaNhyaw3IQYg.JPEG%2FIMG_4787.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA2MTVfMjMy%2FMDAxNzE4NDIzNDY0NTEw.j7FMjTEixk57Aw2Q-voGd-0rsm_qAymytUe2ZiFkgbsg.zQOuTXFWfOhvx_QNCXJ6w6Zo4lvH2T82nINHTasPq-Ag.JPEG%2F20240524%25EF%25BC%25BF095734.jpg%3Ftype%3Dw773
139,양승진커피,서울 강북구 한천로129길 18 1층 (우)01064,11:30,21:00,070-8770-8882,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff6892bfd3b7732a14f45b10ee28609df7bf47a16%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe961360c79c9765db8b775c784289e5582bad579%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa5c71565780d35e11043ce83fea5efd34f35fcab%3Foriginal
140,카페블라썸,서울 강북구 도봉로101길 53 (우)01052,12:00,23:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7568C030DF6E460D8A13F6AB0AD6EE7D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA4MzFfMTE4%2FMDAxNzI1MTA4MTg5Mzg2.snhRp0UfFC2PL4evnYa1uHRS-SmZ5xCjUOMVaOnO2zcg.asHDlYk52vo9VznZIrsJxk_PHQxVXim7lSWYnkrwg-Yg.JPEG%2FSE-5d4fe2dc-6791-11ef-98f2-9baaf15bbc92.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA4MzFfNTYg%2FMDAxNzI1MTA0NjQyNTEx.DaLRwxKg_af35IklRw1eE-sdD1w9CQ7lsYAv8FF_Dawg.-th3t_1liDJtWfmD4KIPA9riPcY86K4w7I62Yr_Rt9sg.JPEG%2F20240831%25EF%25BC%25BF203935.jpg%3Ftype%3Dw466,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA4MzFfMjAy%2FMDAxNzI1MTA0NjQzNTIw.a0CQSA2-z07dMA4a0y6twMkx9Eb-grJDh8tfK4HH6zog.4p4ydkmMXuW2VZBMFymSuYEIie549TAtaSx92I0c44Qg.JPEG%2F20240831%25EF%25BC%25BF203945.jpg%3Ftype%3Dw466
141,빽다방 수유시장점,서울 강북구 도봉로67길 8 1층 101호 (우)01117,08:00,22:00,02-989-3122,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
142,메가MGC커피 가오리역점,서울 강북구 삼양로 423 1층 (우)01036,08:00,21:30,02-905-0000,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5A8B690311B9437B9646957D2F8CE1FC,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Faf6ac1a2981dae97ecb8a56ef4a1b38e4e00d69d%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MDNfMTA0%2FMDAxNzE0NzA2ODgwNjQy.qA5N-_YU-YafTu9FQcbVCDHtFMFPT0VDFql3-_Gqe28g.ESNaVmTp3rubHkwNKC0DXdl924w94_R6i-p7v49M32Ug.JPEG%2FIMG_0346.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA0MDdfNzUg%2FMDAxNzEyNDU0ODk0MDUx.aaYIWFpGIxeMbVb5T7g6Xhka3K40evWOn_QaFWQar4kg.BNpR6zFxXbYuwje_Lo379r6-7go8oRA5xrYTSx3Hx9og.JPEG%2FIMG_0685.jpg%3Ftype%3Dw773
143,세인트니콜라스,서울 강북구 노해로32길 32 1층 (우)01051,"",12:00,010-7535-6077,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
144,크림앤버터,서울 강북구 인수봉로 316 지하1층 1호 (우)01026,12:00,21:00,02-999-9999,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
145,펠어커피초코 수유점,서울 강북구 노해로 37 1층 (우)01078,09:00,23:00,0503-7150-2982,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F199C4B6894974745A0A96B10BB816397,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F5FD33E98479043E5BD19D168D3623BE5,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F3DA006DB828D43D59E56DD631BCFF1F9,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F8E236D925589480C8C3BC3E94D2D52FC
146,아지브런치,서울 강북구 4.19로17길 14-1 1층 (우)01016,10:00,22:00,010-9869-0305,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDEwMTBfMTEg%2FMDAxNzI4NTIxODkxNjU5.0VTUN1IUvHNc0HdHd3260MpJ1Nj45IYr3o51ecdqCR0g.wtMBnh64j-Vxo8j3bj3JdLfdTFGoGfrFVItQ1Jh8oaMg.JPEG%2FIMG_0132.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDEwMTBfMTIw%2FMDAxNzI4NTIxODkxMDM1.DeRKgeeIp0e2rbJiJL_LgH0BemHHs8xgyh047Oh3XWEg.u90PRdlaX1t8xGtAIl2JY5Z1KT0re5i8U9BV9pfySfkg.JPEG%2FIMG_0131.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA5MjNfMTU2%2FMDAxNzI3MTAwMjIxODcx.qskFZVC3HuRn3wnUAFDaMDShcuT5YX5l6lBWdMRVk5kg.KbPtv6ha37oofxG55iPd04mDuAqthznPds1HMdP1oI8g.JPEG%2FIMG_1364.jpg%3Ftype%3Dw773
147,투썸플레이스 CGV수유점,서울 강북구 도봉로 399 (우)01055,"",09:00,1544-1122,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC787165BBAF841799926083119ADD957,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa541d3b11bf684d9300143345a3079d8810c0de8%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F71e52c34b47f97b57e3d5f58866971e73f757a1d%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBC544A15E881482283154FAD571B0C38
148,소소카페,서울 강북구 한천로143길 25 1층 (우)01072,11:00,21:00,010-2555-2898,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3402E9E5EF8141CBA5F63803B3E036C1,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8E033D5377F24ABE95E53C1A3CBFFCEE,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F87DF4EDC819B4CA58704D251DF287199,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4C60FF84BEEA4E049CFE4105EE627458
149,카페쉼,서울 강북구 우이동 246,"","","",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
150,이디야커피 미아꿈의숲해링턴점,서울 강북구 오현로 45 꿈의숲 해링턴 플레이스 108동 상가 1층 2-7호 (우)01155,09:00,22:00,02-988-7488,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F990A30C62CFD49E89E7A677330BCF0E3,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FA4E9FAD562084A9A8B20CE828AFF6BDD,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F83C2D6E0F5C24DFB88F68C1DCEBF9C00,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5E3ACDA0DD834CCF9283344C6EE3CD02
151,더벤티 수유시장점,서울 강북구 도봉로72길 7 (우)01128,"",08:00,070-8691-2243,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
152,에피네 수유,서울 강북구 도봉로 315 3층 R312호 (우)01073,09:00,21:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F672E7D3F493F4CBA8BE90D16994A8E3D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FBBD811ECE7664901A6C3C343C003A324,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA4MDVfMjA2%2FMDAxNzIyODYwMjU2NTMz.mhxSXI6jihrP6B2_vy9Jtv488DtNobw-g37CEbgvJZQg.CLItING-qep9Td5OeszXgk7saytbNMK8jYuQw7DTpkQg.JPEG%2FIMG_2739.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA5MDlfMjk0%2FMDAxNzI1ODc1Njc3MDA2.TuJRviLriPa17Fo6O9z8eaTqAmwbWuqsP2ZHs2knd9cg.ZHcJiNDRKk4mlLdBad3Yq8SUsKR2mhT_DwKhEBnypdMg.JPEG%2FIMG_6622.JPG%3Ftype%3Dw773
153,카페운무,서울 강북구 한천로132길 6 1층 (우)01058,"",12:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4C2FDAC10D5E4C63B96BF9A28DC5A2E8,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F106b9426bd63d41ce1eb6a792f3c3383708c5210%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F9c36084ce24425e3746a91953aed230c362bb3ea%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3f84201dbf260e53ae20a36ef12498f25a92ad4d%3Foriginal
154,컴포즈커피 수유시장점,서울 강북구 도봉로 251 1층 (우)01117,07:30,20:30,02-987-1679,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
155,빽다방 419사거리점,서울 강북구 삼양로 507 1층 (우)01011,08:00,22:00,070-8287-1419,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
156,비미남경 미아점,서울 강북구 솔샘로67길 113 1층 (우)01175,"",09:30,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FF7F4C0844FB84E7E926A1F0B951601CA,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_912764807,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F883F87E3F12249CBB4BE0A7A5949E90C,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F20ceec8210370038ecffc4d0ba407f1e436009be%3Foriginal
157,디저트39 4.19점,서울 강북구 인수봉로85길 24 (우)01014,10:00,22:00,02-990-0419,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC5B3EE9A636B4B2F8EC1BA2CC8AA2B04,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F25262D3956EA588319,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MjBfMTIx%2FMDAxNjkyNTQzNDk3NzE0.LyIDPmIa4V6pfdBL41L2Gv_sDvq-yIzRlFiHh7Jp_z4g.saiDsjsMf4jKyqLmTNR42GnPd2_wOYAhOv7fhPOZNgEg.JPEG.phj8922%2F140E6228-733A-4ED8-820E-B45D3C633C80-41732-00000DCDE335D434.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzA4MjBfOTgg%2FMDAxNjkyNTQzNDk3NzI4.oCFqbQgGiMjNUX1AcXkDqUYnE6ayFpxRNWCb7kWitXsg.Vbf3UbCd5S2RoQG7tP0qt9W59QxgH5leJMQsKZySmDcg.JPEG.phj8922%2F5294AB64-1036-47F5-9902-9F066EAF228F-41732-00000DCDE0DEBCE1.jpg%3Ftype%3Dw966
158,하삼동커피 서울미아사거리역점,서울 강북구 도봉로 40 1층 103호 (우)01220,07:00,22:00,0507-1380-4630,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F645E2FE0DEE54D1893E3B203348D3435,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjBfMjk5%2FMDAxNzAzMDYyNDQxNzQ0.qtte-kbdouJyTDZk_gwV-cq3hlZzKdXwq58gPGnJn-8g.kB8N2Ic1YFAc9FHeBvwtxt7hd16SIgHwM6c2wTWueUog.JPEG.rmaflqhs%2FIMG_6513.JPG%3Ftype%3Dw580,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjBfMjYy%2FMDAxNzAzMDYyNDQzMzk2.Q-YA6crYtqr22erXQV5rjcNl1ruSfMUtcVnBnRSWdIkg.NDPpjsF-LJLZ5xH51CEjj2kIt6IoUpQr34kVT3AGKtYg.JPEG.rmaflqhs%2FIMG_6510.JPG%3Ftype%3Dw580,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjBfNzAg%2FMDAxNzAzMDYyNDQyMTEy.ZEGyH6XZ3FZCSeV0Q2kcQbWdtdHr6bqM-3lI_K0kzEUg.Pn6qwYJPqRmDSJ_X8CAMwoj1SYSS9OiAkw8VsKoDi44g.JPEG.rmaflqhs%2FIMG_6505.JPG%3Ftype%3Dw580
